run,event,pt_visA,phi_visA,eta_visA,pt_visB,phi_visB,eta_visB,pt_MET,phi_MET,mT2,mll
278969,1071574001,99.2336,-1.6604,-1.45264,82.6054,-0.693481,-1.77881,56.3372,2.72656,87.2079,89.2463
278969,1072853546,213.17,0.767578,0.0257645,35.5201,2.81396,-0.262085,37.2721,1.66309,0.146406,150.696
278969,1377484220,27.4809,0.674927,0.724121,26.0676,-2.37988,-1.38013,39.4968,-1.95898,0.322842,85.9622
278969,1440321989,84.4754,-2.67676,0.404663,24.3618,1.09399,-0.14682,21.5154,-0.276978,21.3043,89.9205
278969,2015803886,41.0561,-1.88354,-0.0284233,40.8976,1.18896,-1.00439,38.9685,0.72229,0.298068,91.8629
278969,565195380,91.6273,-0.458984,1.16553,44.9393,1.2749,-0.99231,41.9525,-0.601074,8.23113,193.496
278969,566528193,51.2738,0.090744,-0.149536,44.3712,-2.69287,-0.0961914,24.3507,-1.21729,0.167372,93.906
278969,575471597,46.3803,-1.60474,1.52808,41.9822,1.59106,1.69897,23.4417,-2.92871,0.348205,88.543
278969,903236997,37.4631,1.19653,-1.47827,35.5875,-1.75513,-0.154816,45.5493,1.84204,12.8967,89.3391
278969,1579325866,46.7899,-2.90479,0.971802,45.1566,0.434998,1.01099,38.6295,-0.177612,13.178,91.4987
278969,1713696766,29.1097,-1.30737,0.178375,27.3657,2.07129,-2.37109,50.2281,-3.03271,0.311296,108.663
278969,684357340,44.2245,1.49951,-1.90161,36.5646,-1.57275,-0.979736,30.9685,-1.82959,4.35781,89.0776
279588,177730857,44.9303,2.68506,2.34814,35.1995,-0.542847,1.39478,54.6619,0.0598755,9.95014,88.6794
279588,189080284,60.1138,-2.16455,-1.82202,36.9792,-0.034729,-1.11768,48.6651,2.33301,46.2038,89.1798
279588,284635704,37.9604,-1.14307,-2.0791,26.7416,0.339844,-0.295715,38.449,-2.93066,39.9283,77.6682
279588,375442579,43.6184,2.75391,-0.207184,30.4992,-0.801025,1.2251,35.3958,2.36377,11.1368,91.2467
279588,384548927,28.4551,0.0836945,1.02539,28.387,2.88721,2.17432,22.3374,-1.75415,14.582,65.7907
279588,405903859,46.6146,0.0817566,1.28076,27.3056,3.12891,-0.138397,60.2761,1.92627,0.507585,90.0208
279588,660785138,59.8295,2.52246,1.78149,27.5245,-2.78076,-0.0701904,74.7495,0.678101,66.0034,94.4176
279588,691773930,42.2821,2.77393,1.52271,23.306,0.328857,-0.388977,29.5516,0.295044,0.89501,91.2324
279588,740259192,53.7399,3.04395,-1.40552,38.6003,-0.323364,-1.16064,20.0864,-1.42749,0.190327,91.1991
279588,745062519,69.0116,-1.40283,0.330322,42.4063,-3.10693,0.503784,24.4992,1.35547,38.9955,81.9712
279588,759755080,44.9045,-0.207123,-0.654297,32.4041,-2.85693,0.550415,25.2966,1.41187,21.4349,88.6307
279654,678209671,61.3172,2.18994,1.16016,24.2245,-1.30298,-0.144379,22.5838,1.62769,11.0856,93.0986
279654,763460035,43.0035,-1.14966,0.219116,40.046,1.35376,1.87817,41.146,-0.0426636,0.169736,110.194
279654,769631114,42.3324,0.602173,-0.602173,33.0264,0.521362,-0.59021,52.6658,0.438293,3.09067,3.0537
279654,773087658,49.3756,2.43262,-0.332336,26.9171,0.792847,1.47681,27.7126,0.0839539,17.3284,92.2768
279654,774460971,52.5065,-0.355591,1.17114,36.864,2.5752,1.27759,31.2595,2.78662,5.81829,87.6279
279654,787134395,40.1649,0.336487,-0.948853,31.7064,-2.29102,0.592896,50.7503,1.65576,28.4914,91.8748
279654,45645254,38.9517,-0.85144,-0.684692,31.7573,2.20752,-2.33301,47.658,1.66504,0.35746,95.5705
279654,108939980,28.4099,2.62646,-0.680786,25.7301,-0.859375,1.51318,27.1541,-2.34814,0.211607,89.5278
279654,406001058,35.2601,2.96973,-2.3667,30.0214,-0.285278,-0.398804,60.1395,-0.380249,0.226774,99.1266
279654,605260741,32.4904,-0.768433,-0.659912,22.9178,2.34668,1.32593,50.2027,-0.549561,0.443979,83.7587
279654,614500492,50.9965,2.43018,1.375,40.8203,-0.568237,1.53833,52.1359,2.70947,8.55275,91.3226
279654,248221852,42.9625,1.67554,1.16626,38.9799,-1.23486,1.97876,22.9874,2.89844,13.9448,88.189
279654,317960114,81.1562,-0.921143,-0.841309,32.3976,-2.96143,-0.381531,39.3261,-2.08984,0.158502,90.5722
279654,878029883,52.4553,2.03125,0.1922,33.341,-1.07739,-0.533447,35.3598,2.7627,5.64028,89.1953
279654,895918672,71.6404,2.92871,2.35791,32.4259,1.88086,0.918457,24.8134,-0.201813,41.1127,89.6084
279654,941247985,56.5017,-0.389771,-1.16797,25.4425,2.5249,0.0673676,20.2488,1.38647,0.222425,90.3538
279654,975798957,59.2345,-3.06445,0.207825,42.722,1.24731,-0.501831,49.1943,1.82227,0.157779,91.4545
279654,984660260,63.2353,-1.34351,0.673096,55.7841,-1.33984,-1.03564,26.921,-0.261902,29.0374,114.293
279654,997551161,45.2962,-0.190582,1.44482,41.6014,2.9043,1.86084,45.519,0.109482,0.303055,88.6808
279654,1800606716,171.899,-1.93481,-1.02686,87.4621,1.18506,0.642212,38.9182,-1.77563,0.215462,335.689
279654,1809266158,33.6542,-2.37842,1.91382,25.3015,-0.00310993,0.260559,22.8726,-1.43408,0.151439,76.4082
279654,1815668156,59.6206,1.93262,0.377197,33.908,-0.420471,1.12793,32.5321,-1.29224,22.8285,89.9292
279667,266066827,29.2002,1.04395,-1.69385,28.1609,-2.07617,0.325317,26.0742,2.87012,4.00429,89.1461
279667,1143742142,41.6798,2.70166,1.71265,41.6012,-0.295166,0.863892,63.9847,-1.89673,19.6257,90.6937
279667,1184219097,41.2845,1.04614,1.28052,38.6511,-2.58838,2.14453,44.9253,-1.00439,29.1835,85.2643
279667,1422087826,49.0656,-0.705933,1.55688,20.4374,0.310974,-0.591797,52.2842,-0.605713,0.149167,87.5177
279667,343625892,111.8,-2.90967,0.252258,30.9159,2.7334,-1.00439,62.7186,-2.50732,24.3917,87.0861
279667,1348521146,45.0379,2.25977,-0.745972,42.4003,-1.13916,-0.543213,50.8327,-0.320496,19.0827,87.1292
279667,1356468730,43.118,-2.63037,-1.87524,30.156,0.291382,-0.442017,47.5355,0.183105,0.192333,91.0994
279667,1356084996,34.9098,2.07178,1.62354,25.1905,-0.0692444,-0.621582,128.947,-0.515625,22.9091,96.6717
279667,1403994350,47.2875,-1.14722,-1.52954,23.2226,1.61377,1.479,23.878,-2.66846,16.8493,156.011
279715,333863952,46.0846,0.417053,-1.32861,41.3133,-2.90332,-2.03467,26.893,-0.0739594,9.12186,92.4346
279715,338297559,104.786,-0.785034,-2.2915,22.5919,-3,-1.60913,52.8155,-3.01367,0.509737,93.4007
279715,412735977,41.8232,1.48145,-1.49463,25.1338,-1.92383,0.0572052,33.6713,1.75732,0.169776,84.9357
279715,535452307,50.1767,-0.79126,-2.13086,39.5504,1.50684,-1.39258,58.9668,1.60132,4.45129,87.9747
279715,525732436,49.6121,2.1958,-2.36572,38.9613,-0.970825,-1.40063,30.6358,-0.209167,4.80465,98.362
279715,530733418,51.8767,1.15527,1.93628,48.0666,-3.06055,1.47363,26.3247,-0.815674,36.5401,88.9173
279715,436826075,65.3808,0.207733,0.483765,30.9117,-2.49707,1.05615,20.883,-2.85303,7.94798,91.57
279715,478121841,39.783,1.4646,1.30493,37.4276,-1.8938,0.191437,36.4216,-0.0489197,17.3216,89.0572
279715,488334971,84.0684,-3.05127,1.49072,23.2486,-0.0700836,2.02197,38.8695,1.15918,14.9819,91.2819
279715,499982732,47.1815,0.15274,0.678711,36.7843,0.840454,-1.19751,26.2713,-0.791748,25.2891,94.4177
279715,502031615,49.7735,0.0963287,0.523438,43.4292,-3.02197,0.037384,79.2802,-1.3667,0.921735,95.74
279716,540280754,99.5513,0.595459,-2.16162,24.6442,0.588379,-2.1626,54.7402,0.06427,17.0825,0.354006
279716,1025845994,56.4017,1.92603,-2.27979,24.3577,2.47656,-0.0726776,34.9602,3.08154,16.0901,101.472
279716,1356295018,45.5948,-1.94092,0.415955,35.5787,1.92896,-0.816284,26.4318,-1.80371,4.46329,91.9611
279716,1382065000,55.4533,-1.96094,1.76685,41.139,1.53174,1.79297,20.4879,2.04541,0.153033,94.066
279716,1941600763,26.9373,-2.33252,-1.5835,20.4647,1.56396,0.893311,22.6641,3.11035,0.157659,86.088
279794,182129877,47.4247,0.14505,-1.28296,26.3247,2.47559,0.358521,46.599,-0.981079,30.3709,91.6894
279794,531004954,30.9787,2.58887,0.941162,27.2713,-0.588379,-1.11377,54.2332,0.391663,6.82157,91.6068
279794,1387461673,67.6705,1.29395,0.922729,28.0886,-1.23682,0.0563507,22.4574,0.0304985,0.161085,91.8363
279794,1391770885,46.2046,2.98193,-0.746826,22.2824,2.3291,-0.831421,21.7812,0.420898,30.5614,20.7555
279794,1422360309,84.5723,0.112198,-1.3457,65.9661,-2.16992,-1.24243,52.1987,3.12451,42.6766,136.021
279794,1440866239,32.2687,-3.06299,-2.2959,20.1036,-1.17749,0.250183,52.1197,-2.4165,0.171708,93.4246
279794,1459366587,78.7262,-0.867676,-1.30542,22.9239,-2.93506,-0.123642,30.7127,-0.133453,22.8185,90.3152
279794,1654647480,44.9906,-2.94141,0.126007,39.7571,0.591553,-0.866943,45.3622,-0.88916,26.7297,93.7955
279794,1663331793,55.9838,-0.162201,-1.82764,36.3897,2.91211,-2.29443,20.236,-1.22656,7.23085,92.6917
279794,1615817822,55.1879,-1.29541,0.51355,39.425,2.2334,0.432312,21.207,-1.53882,0.133587,91.626
279794,1617488616,45.489,-0.757812,1.1123,33.4455,2.07471,2.34326,38.0207,1.62158,0.19956,92.4821
279841,1492881675,38.187,-2.59863,-1.37402,25.7651,-1.31348,0.772339,48.4205,-0.9104,13.2933,89.3111
279841,1536115309,46.3258,0.787598,2.23633,43.6591,-2.6167,1.31274,35.8274,-2.52539,3.31496,99.0091
279841,3515825499,68.9543,-1.68896,1.88452,24.5403,1.61353,1.00488,32.5389,2.60791,0.307623,90.116
279841,3129185783,48.1609,2.62744,-0.772095,39.9116,-0.16272,-1.4707,22.0744,1.61279,0.162396,91.8186
279931,39820095,43.0486,0.31958,-1.03101,30.2583,-2.67041,0.377991,43.0661,0.31134,0.151278,90.6838
279931,217967406,44.9206,1.4502,-1.50049,42.8305,-1.55103,-1.04492,36.1375,1.07788,0.205982,89.8015
279931,2164136930,38.9048,1.44995,1.80054,30.4882,1.35669,0.838135,35.8402,2.74854,30.8817,34.5888
279931,2677903824,48.0468,-1.46143,-2.22803,45.1514,1.52612,-2.00049,35.9227,-1.65381,5.71699,93.4824
279931,3840637955,54.2386,1.68384,1.91162,26.2082,-1.08276,0.594727,34.2188,-2.18164,18.974,91.2749
279931,303070728,42.9374,-1.02588,-0.985718,40.9841,2.00146,-1.79541,23.9919,-1.04785,0.68237,90.7424
279931,820337515,80.9196,1.03613,0.0839233,67.3689,3.05615,-0.0883179,48.5947,-0.466003,56.8325,125.697
279931,1864520808,248.933,2.8291,-2.15576,51.9016,-1.25146,-1.09131,243.124,-0.387329,87.2173,239.116
279931,1976185375,47.6334,-2.99609,0.854004,38.0942,1.84058,-0.666748,29.6478,1.64722,6.25666,90.8268
279931,2025675250,40.8618,1.52222,-0.404907,31.9392,-2.4165,-1.89258,60.5727,0.496826,32.9143,88.8598
279931,2083870585,44.3368,1.90967,1.79883,26.1703,-1.44653,0.24765,44.9033,2.54297,0.252892,89.3675
279931,2560811481,43.0778,0.815308,-0.36853,34.161,-2.48145,0.741577,29.8148,1.87549,0.256469,88.6482
279931,2603393665,48.1094,1.78979,0.717651,43.3022,-1.06958,0.450073,26.881,-1.79199,13.8016,91.2041
279931,1663932016,28.0599,-0.356079,0.421448,24.3722,2.73779,-1.89551,28.5815,-0.751831,3.61769,91.4955
279931,1716535025,77.4298,-2.29004,2.16357,33.3776,0.3302,-1.54077,58.4075,-2.69727,18.9505,330.959
279931,2201587213,102.396,1.73682,0.270264,72.9863,-0.751221,-2.16553,293.328,-1.49316,83.1124,312.897
279931,2207558137,33.2231,-2.82568,-0.307007,31.245,0.476257,-2.30273,21.2272,1.31006,0.225091,99.1368
279931,3706522844,86.276,1.13721,0.188293,46.9374,1.14429,0.208374,43.4732,1.54712,14.6328,1.35497
279931,3083183110,93.116,-1.73706,-0.781128,21.0123,1.83472,-1.83276,41.4861,-0.587891,24.0807,99.1998
279667,430385635,43.8787,-0.295654,-2.32959,43.0661,2.92188,-2.17041,23.8945,2.31934,6.50172,87.1541
279667,707353214,44.6335,-2.33984,1.7395,32.716,1.04297,0.687256,23.0308,0.692871,7.00178,86.7638
279667,948335179,98.6937,0.748047,0.197723,21.2527,2.27344,-1.13843,52.4814,-1.1355,52.9721,91.3271
279694,1543790764,47.9995,2.48975,0.910889,45.2061,-0.612305,0.733276,28.5612,-0.692261,1.80355,93.5132
279694,2842163910,43.2067,-1.01685,-1.479,36.6453,2.0708,-2.3877,28.2638,1.51318,0.317485,87.9121
279694,3677427432,81.3514,-1.16968,-1.42798,51.3512,-2.08154,-2.41846,39.3228,-2.13037,2.17783,87.6583
279694,3716299891,69.4005,-1.08813,1.03662,26.5863,2.16211,1.41382,24.6258,2.58447,0.242145,87.3172
279694,3200349315,73.5951,1.24097,1.44727,37.3191,-0.979004,1.21899,21.344,-0.923462,0.133429,94.6437
279716,832338148,46.5427,-2.76221,-0.798096,32.2328,0.28125,0.302917,29.7538,2.66357,9.02943,89.4218
279716,859901931,47.3147,-1.5603,0.497131,43.436,1.81445,0.480103,70.8904,0.482971,26.4617,90.0556
279716,2097689526,51.7152,-0.461182,-1.7832,33.181,2.26221,-0.762695,20.1302,2.27295,0.307084,92.2807
279760,65634399,57.8381,-0.0629272,2.2002,26.0634,-2.93555,1.07617,22.9639,2.22705,13.7341,89.639
279760,180662124,41.4895,-1.0376,1.31836,34.6643,2.26025,-0.0154324,34.8127,2.00488,6.10061,93.1604
279766,167835994,70.8024,-0.804565,0.0466766,33.0366,-0.0639343,1.5896,39.4998,-2.97314,55.8607,89.3871
279766,257936265,55.9464,-1.51367,-0.0176353,40.4462,1.0603,0.37793,66.5153,2.08301,34.4172,93.2753
279766,521412691,47.8074,0.476868,-0.978027,47.3847,-2.69238,-1.04028,20.3562,2.53027,0.403229,95.2282
279766,534111210,46.8595,-1.49023,-1.37134,39.6105,1.66943,-1.64771,44.2998,0.264465,5.87698,86.9861
279766,1132987310,45.7956,-0.831299,0.817749,41.2398,2.30664,1.60449,37.2592,0.529785,1.39394,93.7278
279794,330256414,46.8969,-0.0507736,-0.414917,37.997,-2.89111,-0.01544,31.2415,1.55396,19.8095,85.1788
279794,424481606,38.8938,-1.0542,0.0671082,34.1337,2.07373,-1.06128,43.3773,-1.28906,2.25938,84.7798
279794,467838388,52.6533,2.03027,1.27173,51.6088,1.96167,-0.759277,90.9722,-0.81897,96.0574,125.083
279794,472009487,67.191,-3.02734,-0.40033,29.7469,-0.666382,0.539917,35.4749,1.08545,33.3342,93.4804
279794,479132056,40.0473,-0.977417,-1.1875,36.0043,2.36768,-2.29785,20.8449,-0.397278,8.66421,87.6126
279794,1197304128,73.1091,-2.28418,-2.14014,24.0777,1.4541,-1.23291,38.6764,1.63062,0.18277,89.3521
279794,1212971366,54.177,1.31055,-0.55188,32.4635,-1.83374,0.387024,30.4107,-1.73145,0.745668,93.2889
279794,463691858,46.5554,-2.34131,0.628296,36.33,0.730469,0.545288,56.5606,0.761719,1.29865,82.273
279794,464562065,40.7102,2.77344,-0.960938,29.4887,-0.74707,0.666504,29.7393,-0.928711,0.165159,92.6173
279794,498619303,55.972,1.68506,-1.51685,23.0133,-1.52441,-0.48877,79.0822,1.89136,0.350881,81.4379
279794,520293324,48.4245,2.16553,-1.12524,37.4806,-1.63281,-2.07178,90.0037,-1.11621,24.8785,90.8625
279794,529369224,34.5467,-0.43927,2.11328,28.9822,2.50977,0.358215,21.2189,-1.31689,9.55841,89.0481
279794,561623812,47.2103,-1.42847,0.735474,28.8659,1.49072,-0.41748,23.2592,2.5293,12.2038,86.0537
279794,586725544,50.1479,1.50391,-0.144714,44.9622,-1.05664,-0.516479,24.4333,2.40479,19.9842,92.705
279794,608927945,40.093,1.51636,-1.08691,39.1874,-1.76782,-1.97461,79.0019,-0.373291,20.8006,87.0299
279794,626810525,56.6939,2.38184,0.00647736,34.3153,-0.355713,0.72522,44.1397,-0.623901,9.23755,92.2908
279794,667571816,37.4867,-1.80859,-1.50195,32.9356,1.34131,-0.0687561,49.7208,-0.583008,3.9042,89.1038
280018,1190863048,52.9547,2.72168,-0.437927,33.7243,-0.0336761,-0.909668,23.5559,1.01807,0.177753,85.3533
280018,1319424320,65.6565,-1.86963,1.05029,31.6605,-2.9043,-0.516846,67.0882,0.901978,70.2168,90.9569
279694,1320909525,39.3206,2.27979,-0.562378,27.8209,2.27686,-0.606812,43.5645,1.11646,29.2371,1.47294
279694,1529172688,53.838,0.656128,-0.871582,45.8435,-1.4873,0.049614,22.9196,1.79419,26.8376,99.2863
279694,78647501,43.3843,0.592041,-2.23145,43.1203,-2.82373,-1.40137,37.6044,-2.50146,9.52878,93.3163
279694,77648953,38.7337,-0.733521,0.202209,36.4871,2.46729,-1.05981,49.9855,-2.73779,0.492318,90.6322
279694,81512808,34.7881,-2.58105,-1.46191,31.7541,0.682983,0.15686,29.9616,-1.75684,9.18951,89.369
279694,1237001628,269.958,2.85352,0.37262,38.2859,1.95654,0.52356,31.0108,0.391663,46.3418,89.4914
279694,1245361523,33.3499,1.01514,-0.837402,32.6819,-2.31299,0.625732,23.8673,1.67627,0.207983,84.2755
279694,1251853617,42.2368,2.46924,1.08301,41.7035,-0.720947,1.9231,22.1851,-2.83545,0.337168,91.4303
279694,1297203337,30.6493,-2.11035,2.33691,30.0116,1.10547,0.68396,25.1696,0.372925,6.03291,82.5497
279694,1305149266,56.8656,1.82129,-1.39355,24.4887,-1.58228,0.105881,53.1053,-1.16577,11.5709,96.1172
279694,1162461168,38.8324,2.08203,1.24658,29.7257,-0.878906,0.161285,33.5378,-0.505005,0.218431,77.9625
279694,1172315751,33.4196,2.69434,-0.914551,31.5621,-0.567017,0.853027,26.7271,-0.669556,0.168424,91.9354
279694,1173059258,46.8393,0.183441,0.769531,41.2692,-2.84814,0.494995,44.0113,1.68213,14.5255,88.6302
279766,994095283,57.5044,-2.47217,0.682617,30.4921,0.634888,0.0764465,28.6598,2.6416,6.09973,87.6121
279766,1021688755,60.9695,-1.84033,0.744019,33.0497,-2.91309,2.23047,20.1637,-1.38354,13.395,86.2539
279766,1455014560,41.7993,-2.09863,2.24854,40.0432,1.19019,1.1665,22.2362,2.86328,0.228073,93.9008
279766,325973232,54.4287,-0.320312,0.18158,22.5976,2.66455,1.67456,37.0813,-0.753052,8.43169,90.4427
279766,336330299,45.0601,-0.0456085,0.616455,41.6818,-2.65479,1.37305,42.031,1.68188,30.8711,90.1122
279766,2110628230,52.3345,-0.790894,2.37646,29.8782,2.18311,1.17505,30.4044,0.800049,0.280244,93.5557
279766,1175202164,48.5602,2.91357,-0.66272,41.494,-0.296814,-0.736328,32.1695,1.28125,9.96282,89.7843
279766,1219239788,41.946,-0.698608,-0.694824,34.2282,2.10498,0.516357,22.8618,0.10556,0.166826,89.2023
279766,1762086901,49.2096,2.87598,-0.0757294,38.3239,0.00586319,-0.729614,45.7238,-0.467285,13.3945,90.7797
279766,1768520685,56.0334,0.0574493,-0.277344,21.33,2.5918,-1.35303,77.7434,-2.98389,23.9511,76.6483
279766,1774624439,56.8684,-2.3457,0.704346,36.2695,0.824951,0.659668,61.9106,2.69336,0.776139,90.8445
279766,1780178466,38.3856,-1.77295,-1.0144,27.8172,2.89941,0.0673523,32.9062,0.0877075,37.1283,59.977
279766,1843293820,42.1546,-1.21826,-1.69482,36.9828,1.36987,-0.459351,35.732,-2.07471,21.073,92.0253
279766,2162099826,29.0109,0.604858,-0.367126,26.4239,-2.15479,1.81982,42.5093,-1.95166,0.194009,91.3096
279766,2169072256,53.3031,-2.29736,-1.09375,35.8122,0.929077,-1.45312,36.4644,1.50024,0.30262,88.719
279766,2697339441,75.4785,3.08057,1.21338,74.0951,1.96777,1.85278,36.8548,-0.56543,68.3821,92.7631
279766,2729883623,63.5717,-2.81299,-1.84644,30.1756,-0.16156,-2.08301,25.0005,-0.0974121,1.73813,85.6118
279766,1905567157,42.5453,1.84814,0.167572,35.544,-1.19092,-0.536133,29.7071,-0.276733,0.296217,82.5428
279766,1914732225,149.585,-1.70044,-1.0166,37.0572,0.559448,-0.147919,28.0583,0.44635,0.142626,150.294
279931,121693359,65.5473,0.62146,-1.27808,48.3245,1.37158,0.573242,54.7601,-1.20532,66.8858,126.626
279931,124388555,68.4236,0.311707,-0.659668,53.7476,-1.44971,-0.838257,54.0921,2.00977,60.9211,94.1614
279931,130837535,52.0911,-3.12305,-0.205963,31.7369,-0.183716,0.740356,71.6631,2.45166,18.3907,90.2206
279931,336165191,105.297,-0.740967,1.56616,24.7333,-1.521,-0.0608978,40.5281,2.68457,49.7296,100.31
279931,880054935,54.289,2.20605,-2.20898,41.5899,-1.41968,-2.34277,31.2747,-2.1958,0.168198,92.4825
279931,881729276,95.39,2.08057,0.598267,21.9044,-0.484985,0.966797,27.8921,-0.956177,10.7736,89.2776
279931,887022380,27.4547,-0.806763,2.06445,26.9123,2.18213,-0.35144,37.1891,-1.85498,11.2951,99.0034
279931,2768581729,126.627,-0.567261,-0.615601,22.5381,2.28906,-0.749634,63.7767,2.26611,0.212486,106.002
279931,1085855294,36.2817,0.328125,-1.6626,25.7141,2.00195,0.488586,100.906,0.750977,0.201872,91.2097
279931,2449375606,35.6508,-2.84619,1.39087,21.6291,0.648071,-0.76123,30.1662,0.00201321,11.3734,90.3912
279931,2459970203,45.5674,-1.46631,0.0250893,38.9539,1.42871,-0.880371,59.6254,2.68262,23.6085,92.4673
279931,2493870156,162.823,1.24854,0.454651,49.1447,0.316833,0.017067,34.2138,-1.70972,61.884,89.5255
279931,3874604791,41.7799,2.53223,-0.839355,34.7877,0.271118,-0.0874481,38.6829,0.322083,0.155152,74.9602
279931,3888251661,51.1538,-1.00293,-0.681885,25.41,-1.08276,-0.689941,38.2425,1.71704,50.0799,2.89211
280249,136487367,67.3446,1.2168,-1.54224,33.8732,-2.59424,-1.21143,58.5142,-1.52148,34.1563,91.6075
280249,144754846,54.4835,-0.0630493,-2.12549,53.5431,2.7749,-1.20337,21.638,1.1377,0.161054,118.589
280249,857833191,72.4225,-1.54443,0.0910645,25.5159,2.14697,-0.368652,31.472,0.637451,25.1314,85.1146
280249,1010599055,66.3417,0.693359,-0.426392,64.4333,1.70605,-1.42676,42.1034,2.16309,21.3341,93.1041
280249,1091627514,39.4529,-0.432129,1.45923,32.8256,2.78223,0.0861969,23.7832,2.58057,3.20473,89.5732
280249,443858125,74.1219,2.44336,1.0542,26.8051,0.666504,-0.28772,38.5833,0.148773,15.6943,94.5236
280249,449331905,59.4683,0.669678,-0.0270195,33.8172,-3.02246,-0.3302,26.8519,2.83789,0.158541,87.3851
280249,473613117,30.3762,-0.852661,1.54419,23.158,2.19482,-0.798584,25.176,-2.20898,7.78306,93.7615
280249,477052250,104.353,2.47656,-0.0142555,65.152,-0.964966,0.755371,24.5338,-1.61816,0.150769,175.55
280249,518368716,60.9315,-3.02734,-0.463623,25.2316,0.280701,-1.60059,38.7683,0.363647,0.191031,91.203
280249,576970391,34.0718,-2.49707,-0.35553,32.5341,0.356934,1.01514,47.4215,1.56226,19.8835,82.2961
280385,426369033,33.5033,-0.164917,2.34717,23.55,-3.1377,-0.512939,75.9897,2.69775,11.2294,124.014
280385,455507425,100.735,1.55884,1.11279,42.7909,3.11279,1.15649,38.732,-0.298035,56.9511,92.1095
280385,455897506,44.4942,-2.83838,-0.581665,38.4723,0.139648,-0.251892,63.7203,2.99561,12.5472,83.6023
280385,481187672,170.364,0.120544,-1.5105,36.3752,-2.98535,-0.114655,53.0057,-2.9126,0.243032,197.349
280385,29327103,33.4334,-1.49683,1.19849,29.8881,1.6377,-0.640869,41.5237,-2.62061,3.15212,91.8973
280385,69261944,53.2492,1.76001,-0.351074,24.4862,-1.71021,1.0564,42.7528,1.94434,0.157352,90.0802
280385,80467270,34.5449,-0.00657749,1.21729,33.5395,3.04346,-0.388672,90.5636,1.75708,0.576385,91.1758
280385,94035399,47.7574,1.81689,0.179291,32.3307,-1.10474,1.25928,24.8297,1.47461,0.159082,89.9146
280385,103116527,65.0214,-1.10522,-1.31958,24.7466,1.76416,-2.34473,37.1314,-1.0127,0.139993,90.3444
280385,143277024,41.1777,-1.6377,2.20654,24.5869,1.38452,0.37207,35.4734,-0.460754,0.36588,92.2595
280385,218089388,46.9486,1.28735,2.06641,45.598,-1.82153,2.38379,41.9639,0.0174065,0.554851,93.6921
280385,326241965,55.6118,-0.547363,1.02466,24.6208,2.68945,-0.241333,21.9055,3.13525,0.25257,89.2643
280385,511527274,61.5737,1.66992,-1.84302,37.2783,-0.832031,-1.96753,37.9842,-1.88281,27.2574,91.1567
280385,530605176,50.7571,2.67969,-1.51416,40.4697,0.42688,-1.9873,28.9599,-0.133301,16.3468,84.6545
280385,534610825,54.1999,-2.03174,-2.19385,39.3193,1.04297,-0.567749,59.7596,-2.37109,7.4766,124.525
280385,541824951,30.754,1.58154,0.0618286,26.6263,-1.60815,-2.08203,24.4769,1.25342,3.19176,93.3736
280385,765779444,53.5469,2.5957,-0.672607,43.1469,0.190247,-0.199524,55.7017,-0.150696,14.9642,92.5843
280385,363534495,28.7292,1.60059,-1.5415,27.1896,-1.802,0.574463,30.8796,2.58887,0.234776,89.9169
280385,374510939,51.0727,0.214691,0.467712,37.9796,3.12598,-0.0866547,30.8932,-0.792969,15.6301,90.9285
280385,575920583,42.463,-2.32471,-0.450623,40.8239,0.682739,0.210907,37.0733,0.830933,4.35187,87.6902
278820,1482640993,89.3944,-1.58374,-1.04639,21.0214,1.3689,-1.11133,72.434,3.13184,22.8023,86.3587
278822,257579682,59.1729,1.79639,-1.823,35.6861,-0.970703,-1.81323,22.4315,-0.689453,0.151057,90.3
278822,260657126,104.516,1.59741,-1.02954,21.6986,-0.560791,-1.44263,23.1461,1.32788,0.122325,86.2664
278822,1080002668,43.9098,-1.46338,0.568115,41.2883,1.52222,-0.152039,20.3092,0.532715,0.207787,90.4953
278873,45517133,52.549,-0.759766,-0.21701,24.8211,-3.06055,1.40894,24.6591,-1.13843,0.133258,92.8782
278923,416944341,53.3027,-1.94116,1.25439,34.1797,1.59277,1.02905,31.4617,-0.872681,20.1342,84.2824
278923,73797782,58.983,1.86694,0.801392,47.7664,-0.0954132,1.19873,51.3952,-3.03125,48.4857,90.752
278923,590891426,64.5853,-0.506836,-0.566406,48.6551,-0.502808,-0.580322,22.7308,1.87256,46.6054,0.812125
278923,734569454,48.6904,2.31982,1.396,38.3758,-0.820312,1.92505,38.5039,0.975708,1.73247,89.4955
278957,203865900,40.2212,0.291748,-0.194336,37.0157,-2.56104,-1.25928,22.1138,-1.65503,0.181257,87.6705
278957,221392472,55.3111,1.85767,-0.347168,36.6586,-1.12012,-0.289612,83.7026,-1.06787,0.210843,89.7939
278962,156810107,41.4227,1.63354,0.593994,34.7709,-0.654419,-0.899658,24.6044,0.579956,0.142351,92.9024
278962,559189901,53.7078,0.303162,1.30347,31.884,2.97852,0.328918,50.0728,3.06396,3.31841,90.7929
278962,561749599,110.301,0.952393,0.417603,31.0441,-0.540649,-0.354065,41.7045,-0.50769,0.161584,91.9709
279588,608256451,50.4382,1.97534,2.14111,40.4006,-1.19092,2.24707,61.2395,-1.25122,0.257541,90.4025
279588,614489820,49.7562,-2.61621,1.42456,30.9272,0.0978394,2.34619,27.7319,1.08032,17.6653,85.326
