run,event,pt_visA,phi_visA,eta_visA,pt_visB,phi_visB,eta_visB,pt_MET,phi_MET,mT2,mll
280015,497767535,44.2728,-1.35083,1.85889,42.2978,1.65454,1.0332,23.4041,-1.68579,6.08426,93.8443
280015,509600379,118.168,-0.114594,-0.488586,20.9345,1.89233,0.136597,23.6687,-1.25,27.6408,89.646
280018,135557187,88.704,-0.314026,0.492249,78.0575,-0.30957,0.521729,52.0777,1.25659,65.6776,2.481
280385,1226258924,90.7151,1.75415,0.997192,31.1187,0.679688,-0.302917,66.1862,0.236816,19.2093,91.8694
280385,1228581212,76.9944,2.24023,-0.590698,31.2838,-0.408569,0.519287,22.0166,1.18774,0.159807,111.116
280385,1315226610,47.675,0.991211,-1.17407,41.0375,-2.41943,-0.656006,30.2133,-0.181122,17.5991,90.6754
280385,1318934237,62.4237,-2.97754,-0.343445,48.5714,1.52148,0.0763245,26.1473,0.775024,22.6878,88.8269
280385,1678357804,38.8972,-1.16064,0.297729,38.5156,1.9126,-0.849365,22.0538,0.772339,0.313019,90.4586
280385,1987537297,60.4472,-1.16382,-0.356689,47.8636,0.111237,0.681885,25.7723,-0.15097,0.128411,86.669
280385,3430338678,136.054,-2.32959,0.379822,24.9704,-0.845093,1.12354,25.5888,-0.840576,0.188754,90.4229
280385,2273167827,87.4796,-0.717651,-0.405212,70.5982,2.55762,0.569702,81.8887,-1.43555,0.273646,175.907
280385,2977672146,46.9173,-1.48901,2.10938,40.8692,1.92725,1.85059,25.9911,-0.349609,16.2347,87.4945
281616,137190793,104.144,-0.76416,0.480774,64.0366,2.64014,0.424988,22.0488,-1.51001,0.145537,161.985
281639,135739583,43.9117,-2.71582,1.03418,37.6569,0.237701,0.195129,54.5762,1.80371,20.3488,88.2612
281639,154476707,57.1149,-0.0659943,-0.410339,31.185,-2.88037,0.490845,22.4866,1.28638,16.8304,92.1011
281707,708916610,55.7003,1.99146,1.76538,33.8651,-1.29395,1.07959,64.4881,0.490234,19.8221,91.808
281726,339084133,43.6657,3.06836,2.24414,34.3697,-0.0965881,0.958374,47.9466,1.40967,6.61045,94.0456
281726,343487672,47.0471,-0.930908,0.293884,28.0663,2.48291,1.29785,48.7803,-0.683228,8.48959,81.4312
281726,419488039,48.6184,2.09814,0.859985,47.2562,0.743408,-0.499207,38.0251,2.7124,22.8521,92.4631
281726,491144682,33.9253,1.7373,-0.116638,24.4187,-1.40332,-2.11279,34.7425,-2.90967,2.05683,88.6964
281797,111766460,59.2325,-2.26514,1.04956,34.0739,0.377991,1.96021,37.5204,1.85034,27.5429,96.8224
281797,757141806,113.531,-2.96191,-1.58545,99.9437,0.181549,-1.36865,37.5086,0.30542,0.475663,214.294
281797,760194747,53.9402,1.87842,0.950928,36.7905,-1.38135,0.338745,27.9787,0.156555,12.0516,93.1532
281797,920054844,127.232,0.425049,-0.0415192,44.0527,0.408081,-0.0439072,38.9842,0.790771,13.422,1.28281
281797,930158293,71.2754,1.07324,-0.22113,34.4421,-2.94043,-0.556763,43.1792,2.83887,0.170488,91.362
281797,976478994,57.1266,-0.964111,1.62231,30.4945,2.65869,0.50061,48.572,1.18237,29.6566,94.8898
281975,10855914,46.8668,-2.68213,1.86353,32.9948,0.5271,0.674194,27.737,2.2627,0.378659,92.9301
281975,12076096,45.8701,1.39062,-1.14038,38.5992,-1.47046,-0.9198,27.2664,1.75854,8.92399,83.8468
282033,37246731,39.2618,-2.2793,-0.172333,38.6686,0.701782,0.517578,28.3634,-2.04346,0.174598,82.3742
282035,18649962,43.4013,-1.28784,-0.488708,43.3886,0.389343,0.95874,28.7665,-1.26953,0.136286,94.076
282035,29117625,55.7592,1.16016,-0.194702,41.2885,0.553955,-1.82446,27.3528,1.98413,24.6878,91.731
282035,37615307,45.5024,-0.428772,0.62146,32.0121,2.18018,-0.693359,47.7559,-2.25342,30.8502,91.2437
282092,646912523,88.677,1.82861,-1.37622,24.5433,-0.672119,-1.07886,43.4702,-1.48145,22.245,89.6432
282092,656586304,55.893,-2.48438,-0.76062,38.0427,-1.44409,0.831543,22.4309,0.0749359,33.3965,93.437
282712,27350050,46.9227,-1.29468,0.331238,39.2379,1.83081,1.10303,32.588,-0.267883,0.687179,92.284
282712,31556861,55.3173,-2.6748,0.760986,38.0686,0.130096,0.979736,46.5341,2.36621,25.0981,91.0391
282731,111681000,47.8546,0.116882,-1.15601,47.5096,2.75098,-1.3291,49.843,1.04126,0.186591,92.679
282731,115372338,61.1245,1.76001,1.62207,23.8362,-1.7373,0.259949,48.4241,1.11328,17.5597,93.7731
282731,123264422,48.7065,-1.38696,0.205566,38.1956,1.55103,0.857178,47.1345,2.22168,14.8687,90.4594
282731,191331804,38.1438,1.90234,-0.257751,33.3606,-1.36182,1.0769,40.5357,-1.8418,0.270745,87.7196
282735,210786884,40.9565,2.68555,0.0536118,40.5733,-1.23828,-1.16797,23.0242,1.32812,24.4752,92.1131
282735,228740813,48.4715,-0.576416,-1.03149,42.5384,2.49951,-1.13135,26.4823,0.575195,0.326796,90.8807
282735,242689002,41.2534,1.00708,0.772705,37.7597,-2.13232,-0.15094,40.7815,-2.27002,0.941065,87.5042
282735,387818828,54.6153,-0.902954,-1.06421,38.05,1.44507,-0.445007,28.1398,0.630981,0.150714,88.8457
282735,407825821,27.0891,0.243011,0.56958,20.5591,-2.96729,-2.39404,50.7068,-3.01172,0.234329,109.209
282735,1231597936,72.6236,0.789673,0.904663,21.0288,-2.39307,1.72876,46.7826,2.51904,0.757743,84.8726
282735,1272116634,53.9912,2.24902,-1.44678,50.4765,0.45697,-2.07422,41.5119,1.56616,0.137963,88.0642
282800,5234070,26.5973,0.853638,-0.175629,25.8083,-2.24512,-2.3374,38.5474,-0.315002,0.603669,86.1007
282800,18958366,49.9816,-0.0705719,-0.0295601,44.2434,2.26367,-0.238525,28.3472,0.316345,0.138931,87.0492
282800,29577959,42.8057,-2.71143,-0.817139,41.9842,-2.19189,-1.94775,22.9218,0.835571,43.2193,55.0177
282800,33416397,59.4624,1.87988,1.59766,30.2053,-1.60547,0.695679,22.9071,0.163147,17.9621,92.3969
282800,184027132,62.1718,-2.56348,-1.04126,31.2373,0.609619,-0.541138,32.2338,2.5376,0.575758,90.8975
282800,277494988,33.4402,1.18677,0.316711,31.0646,-0.46814,-1.63452,72.8892,-0.903931,18.7782,87.3647
282800,336122017,64.5476,2.58008,0.644653,32.232,-0.124222,0.170349,30.1694,-0.61377,12.5302,91.6915
282800,337588429,53.5463,-0.559692,-0.295898,34.1993,1.94434,-1.17773,38.6792,0.506226,0.172296,90.1345
282800,342715022,71.5007,-0.282593,1.66406,32.4486,2.31152,1.6875,76.236,0.43634,0.210355,92.7548
282800,658218897,44.5942,-1.66138,-0.269043,40.7923,1.44824,-1.12036,34.7269,-0.252808,0.545612,93.137
282800,666025267,55.1196,-0.19223,0.371704,33.8805,3.08496,1.14819,51.1863,-3.12842,0.190715,92.8403
282807,12469006,71.5855,1.63452,-0.0984497,21.7735,-1.07642,-1.09326,45.8114,-0.504517,0.241592,87.3158
282807,15940998,44.6434,0.289001,2.32861,34.1641,-2.71338,1.07153,36.2355,1.67627,13.7857,93.894
282814,57937080,48.2461,-1.73779,1.04419,44.4088,0.958984,1.65845,25.1132,2.70605,22.6268,94.8018
282814,108571689,26.1301,2.25781,-0.711426,22.9907,2.19678,-0.754639,49.4045,0.954956,29.1383,1.83283
282814,121213056,52.6475,-2.66016,2.27393,38.3035,0.520874,1.9248,23.6199,-1.66919,5.87283,91.1674
282814,123644226,33.6495,-2.85547,0.420959,22.1249,0.253357,-1.81787,30.9752,2.90234,3.68716,92.4803
282814,130206645,44.8373,1.40967,1.13843,38.9539,-1.75244,2.10059,23.9899,-2.79736,0.538666,93.4406
282814,132213951,78.3632,-0.681885,-2.3457,28.537,2.00586,-2.23877,50.275,2.83008,23.1184,92.292
282814,2744780099,58.0864,-2.13379,-2.27637,36.5701,1.646,-1.88037,26.8187,-0.820801,25.713,89.4325
282842,65346336,60.9095,1.86157,0.70105,39.875,1.48926,0.468323,65.1795,-1.32007,78.2666,21.5625
282842,118684270,35.6969,2.76221,-0.312317,29.6914,-0.782593,1.56689,86.0017,-1.10156,0.25573,95.1429
282842,124981220,44.4551,2.76904,1.16602,39.487,-0.240143,2.09961,34.1749,1.94824,0.254162,92.9262
282917,62907286,55.072,0.695435,1.14819,42.2287,2.99219,0.690063,45.9543,2.75488,0.159648,90.7506
282917,65293702,304.306,-1.3313,0.331055,30.9393,1.77173,0.0959167,120.235,1.42627,0.649195,195.369
282917,73309499,42.9203,2.92041,-2.37354,31.197,0.0188141,-1.1626,23.8899,2.5918,0.158695,86.5713
282917,165567706,30.672,2.02734,0.971436,29.9855,-1.6355,1.26733,28.4911,1.65649,8.9833,59.2933
282922,61696163,49.502,2.61768,-1.10059,36.1048,-0.489197,-2.01904,26.6225,2.45312,0.221187,93.6139
282922,60248870,113.242,0.704712,1.15918,24.8399,-1.5686,1.24829,31.0568,-2.70117,26.1848,96.35
282923,89011720,25.7155,0.6073,2.09814,25.6179,-2.66113,-0.179474,24.7311,-3.05859,0.230699,88.3168
282923,99375327,64.1986,-1.39136,1.98145,20.5259,0.0284119,-2.26709,33.5372,-2.01025,20.8334,303.096
282923,106948503,110.679,-1.90796,-0.714966,73.5161,-1.92432,-0.66272,74.48,0.615845,109.457,4.93887
282923,153570622,50.4879,2.35742,1.06958,32.7084,-0.936035,0.149902,40.4086,2.23682,4.11614,89.8082
283043,85361326,42.3806,2.08057,-0.11232,40.7699,2.65039,1.74976,34.4562,-0.36908,51.286,92.0927
283043,119205546,56.2295,1.45459,1.76343,39.351,-2.15039,1.35376,23.7223,3.12451,0.161561,93.5982
283043,135544624,53.541,-1.2229,0.301331,29.7852,2.3877,-0.721313,46.4162,-2.26221,0.210283,88.6159
283043,705726594,47.5585,-0.416199,0.912842,29.0712,2.77246,0.0347137,59.2538,1.78662,9.16411,81.6315
283043,713666258,40.8422,-1.71777,-0.0127506,36.8349,1.71729,-1.29004,36.0453,0.697388,17.701,93.2514
283049,43312959,47.3865,1.32031,0.678711,42.4171,-2.021,0.452698,24.5855,1.20361,3.3694,89.7953
283049,45807615,64.1266,-1.18677,0.329346,41.5832,2.97754,0.593628,25.8813,2.85938,3.79031,91.1008
283049,45903974,92.8632,-2.0957,-1.32178,42.5464,2.61084,-0.811523,91.2646,2.44922,9.88186,94.865
283049,47302747,47.6282,-2.15234,-0.631348,43.4842,0.94812,-0.506226,82.4173,0.446472,0.520784,91.1771
283049,60577439,43.4536,-2.86035,0.475647,39.7013,1.37427,-0.790283,24.5922,-1.00562,32.1306,90.5044
283050,320504731,44.8987,-1.95947,1.41016,40.5799,1.19824,1.93213,28.5112,-2.26221,0.387516,88.2906
283050,321813498,56.6051,-2.24316,-1.63281,32.9526,0.958496,-0.996338,47.2079,-1.68872,7.7962,90.7518
283050,336661574,54.8634,-0.224426,0.437622,39.2891,2.87598,0.233246,27.3223,-2.78027,5.44104,93.3212
283050,340530953,41.6062,2.25293,1.68506,37.9973,-1.21167,0.714233,92.8486,1.68872,22.0083,88.1532
283050,341699379,61.6845,-1.5874,-0.256653,31.8234,2.15625,0.508789,21.3629,0.488647,22.9992,91.4829
283052,1442259,45.7948,0.280823,1.37891,39.7381,2.64404,2.11475,33.1151,1.57202,0.15453,85.2163
283052,2511469,53.2195,1.07349,-1.04761,37.0071,-2.02393,-0.582153,21.7528,0.745605,0.240268,91.1515
283052,4719037,61.9637,-0.827759,0.672241,35.2825,1.82471,1.01855,42.0314,-0.566772,0.148768,92.1796
283052,12082373,49.7819,1.45972,-0.700562,37.9419,-1.89404,-1.52173,67.2812,1.38867,3.68616,93.9012
283052,20615598,37.2538,2.09326,1.427,34.9582,-1.22168,2.32959,65.1199,0.955322,18.8068,79.4056
283052,120903631,50.1027,-0.185333,1.10059,34.0783,-2.97656,1.71533,55.6961,-1.91895,0.251764,85.37
283052,137246210,40.7543,-1.00781,-1.99072,36.6243,1.83081,-0.782349,40.8066,0.962524,0.222279,91.0622
283052,138678433,58.2572,2.92236,-0.904053,35.0528,2.92822,-0.9104,54.2793,0.702148,61.8013,0.390372
283270,616227778,53.5499,1.50854,-1.36499,34.0779,-1.5708,-2.14453,30.9843,-0.625488,0.3818,91.9709
283270,636276978,54.309,-1.66577,0.501831,37.7051,1.92847,-0.196533,68.1272,-1.39307,13.3962,93.9065
283270,1018073967,42.8492,-1.58862,1.96509,37.6481,0.944702,0.676758,32.4,2.79932,27.8971,94.5679
283270,1028030908,44.6335,0.477539,-1.59229,41.4092,-2.70605,-0.95459,45.1038,1.37891,0.485071,90.372
283306,357122997,45.8254,-1.81714,1.5896,39.1233,1.24414,1.58325,28.7835,1.61011,5.59272,84.6161
283308,339637825,43.1169,1.73804,-0.775635,36.884,-1.36548,0.25647,27.8236,0.0348282,0.47371,90.603
283308,438057541,147.993,-3.00977,0.326294,100.545,-2.92383,-0.401184,26.7676,-3.05957,2.73229,91.3134
283308,759426805,52.7033,-0.217682,-1.72363,35.0376,2.91113,-1.51123,23.1371,-1.16309,3.24701,86.4274
283308,780473717,36.2111,-1.63428,1.67114,21.8888,2.49072,-0.454834,22.4084,-2.88672,0.155454,87.2702
283308,780018708,30.5986,-0.177704,-0.944458,29.6321,-3.10254,0.880981,27.6078,0.953003,12.3997,86.8541
283308,788949260,47.0898,-1.96582,-2.11768,39.1413,1.30591,-1.29834,28.0102,-0.180634,12.4222,93.003
283308,1177780480,43.3376,2.8667,-1.04663,36.407,-0.376648,0.246216,22.4325,-0.0104599,5.2975,96.5425
283308,1633812459,49.0609,0.678589,0.466553,45.6425,-2.7002,0.53894,57.0505,-2.63818,2.97345,94.0393
283359,307566872,78.6906,-2.83545,-0.86438,29.0672,0.963013,-0.776733,33.6559,0.6698,8.68935,90.636
283408,633986,29.1032,0.277771,0.965942,26.5162,-2.46094,-1.07642,39.37,1.5769,19.782,86.4226
283408,2104480,52.8772,1.51416,0.203094,39.0806,-1.33691,0.699707,24.4921,0.478271,0.179171,92.8057
283408,16827913,35.6721,-1.44507,-1.67578,33.2691,1.73267,-0.175476,33.3069,-1.66138,0.285475,89.2028
283408,20182868,270.238,-2.19824,1.57373,27.6669,-0.486816,1.35596,60.9131,-0.131866,14.361,131.929
283408,687819162,87.1401,-2.41211,-0.886353,22.2208,1.43164,-1.23633,23.333,-2.71289,0.128543,84.0763
283408,690332188,78.6149,2.62646,0.179962,67.01,1.28857,0.481445,43.1724,-0.461365,63.2801,92.6643
283408,679909697,48.3866,0.0403519,-0.0576553,37.7406,-2.66797,0.196228,29.1243,-0.355957,0.151462,84.1749
283408,2757704754,37.4189,0.628906,-1.18359,25.2447,-2.48975,0.78479,49.9153,2.48828,5.85643,93.7197
283408,2851879896,69.3964,2.24756,1.93579,23.3058,0.637329,0.323486,34.9216,-0.952515,35.5211,92.52
283408,2856991962,85.6181,-0.159058,-0.791382,20.9965,-2.66309,-1.73218,26.5794,0.146973,10.1776,90.534
283408,3562674105,50.9431,-1.03223,2.08838,45.0915,2.14014,1.75708,26.0601,-0.520996,4.28859,97.1631
283408,3364841191,48.3004,-0.24527,0.253723,33.2881,2.6958,1.30542,23.3961,-0.488403,5.53855,91.1884
283408,3363812418,84.7525,-3.13379,-1.09497,83.7524,1.95801,-0.979736,20.3937,0.669189,39.735,95.0414
283408,3371875631,39.9911,2.68799,-0.563354,36.487,-0.60791,-1.80225,34.0603,1.35669,13.8096,91.3404
283416,152006711,331.058,1.71021,-1.87695,96.0674,1.3833,-2.28516,50.468,-1.34009,120.212,93.499
283416,293253356,35.3696,-0.337036,0.706177,29.5038,2.5166,-1.09155,20.2799,-2.88623,11.2213,92.0475
283416,347462886,57.6938,0.88916,-2.25,35.7983,2.6167,-1.10034,40.2217,1.00146,0.137948,88.4279
283416,389087810,50.0109,1.12744,-1.2749,38.8111,1.13086,-1.27979,23.8783,1.00635,2.8098,0.262587
283453,205491981,72.2019,-0.271362,-0.246338,31.4285,-1.60864,-1.573,33.6961,-0.463928,0.126636,90.0183
283453,210879079,27.7682,-2.66943,-0.189728,24.5322,1.29053,2.22852,55.9606,2.33105,0.211019,92.9473
283453,329307375,54.3496,-1.60083,-2.14746,41.012,2.55713,-1.10083,24.1839,-3.04639,0.137238,97.3541
283453,341798449,151.491,-1.08398,0.886475,39.68,-0.451477,-0.0442276,23.5382,1.79199,49.531,88.9918
283453,344805586,75.4666,-0.677246,-1.33862,66.6081,2.04932,0.561035,31.3477,-2.36768,30.1986,208.682
283453,464732732,56.2877,1.28809,1.37817,42.349,-2.10303,0.812012,44.0832,0.628174,16.6931,100.856
283478,401085259,38.0657,2.06689,-0.896851,36.3594,-0.592896,-2.06885,35.8271,-0.853394,8.15957,85.7321
283478,413375234,51.008,1.07983,-0.927612,38.6926,-2.37305,-0.399475,135.853,0.260071,34.2637,90.9299
283478,867641574,147.66,1.65771,-0.947754,37.2804,2.91455,-1.31128,38.3041,-0.930176,61.3427,91.3515
283478,871651245,37.116,-2.21143,-0.226105,28.4727,0.902832,-1.83154,32.6825,-1.09888,0.638223,87.1085
283478,1075269121,48.5281,-0.452087,0.764404,42.7362,3.02148,1.02856,24.8665,-0.665405,0.142257,90.6351
283478,1298550073,148.683,1.33545,0.829224,60.1701,2.27295,1.21631,40.3874,1.91919,0.127602,93.064
283478,1317767242,37.5059,-0.270325,0.218781,35.6291,2.79785,1.62598,38.2819,1.27344,0.416082,91.9276
283478,1320055124,46.5446,-2.77051,-0.336365,32.1541,0.483093,0.378723,47.803,-2.47607,7.08141,82.2563
283548,179324530,44.372,-2.42676,0.865234,36.8805,0.737061,0.0551758,33.888,1.84424,0.638092,87.6293
283548,195525253,37.0326,-0.44635,-0.374939,33.8475,-2.896,1.19922,43.4175,0.84082,29.3086,90.7749
283548,204007525,48.7119,2.32422,0.856934,40.1763,-0.914429,0.259155,41.1711,1.38257,11.7364,92.3594
283548,212114780,50.0107,-1.75049,0.0156631,34.6631,1.94409,0.560059,51.3062,-1.79297,0.152902,83.3304
283682,163407152,57.3751,2.5127,-0.963623,45.3513,-1.73853,-1.51147,38.3706,0.710571,44.4813,91.2171
283685,49520550,59.5138,2.24951,0.437195,30.1713,0.855713,-1.09473,44.5265,1.65283,0.14336,89.8005
283685,243862964,82.2783,1.44604,0.607666,30.7942,-0.0550613,0.613647,33.5564,2.13672,26.4099,68.6631
281707,38555682,33.4666,1.2854,-0.524902,32.1602,-1.72119,-2.09082,59.8547,-1.46729,0.262696,86.6609
281707,53244373,59.7391,0.479492,-0.68103,24.6092,2.87402,0.65625,91.8594,-0.347839,36.4965,90.2356
281707,102150278,25.6559,-0.16687,-2.38916,21.7404,-2.74902,0.300354,37.7588,2.84668,14.4112,95.8971
281707,104157537,29.5623,-0.352234,-0.142639,25.9511,2.86426,-2.28516,62.771,2.90869,0.230297,90.3165
281707,138009735,35.9138,-1.20386,-0.481506,35.54,1.92236,-1.79785,37.8303,1.93091,0.308347,87.4943
281707,156119912,62.167,-1.93042,0.364563,35.4553,1.51538,0.569702,94.298,0.925415,23.4,93.3127
281707,226074294,164.132,-2.08398,-0.686646,21.4695,2.78418,1.10986,158.167,1.00562,85.1424,143.996
281707,245973706,60.5765,1.66455,0.707153,33.6732,-2.7749,-0.190857,48.2484,-0.716797,50.0194,83.2935
281707,1128341590,59.7764,2.9458,-0.748169,33.5603,-0.490173,-0.111267,24.4714,2.59619,8.6897,93.239
281707,1159616846,28.4752,-0.314026,1.59644,23.936,-2.6499,-0.736084,38.1777,-2.64502,0.170425,89.6282
281707,1184781033,186.751,0.585571,0.0254135,78.3335,1.35181,0.302002,105.017,-2.51904,142.782,96.4524
281707,1185801740,126.643,1.74463,-1.1936,22.5536,0.384338,-0.0796967,46.8044,-0.378601,23.4284,91.8956
281707,1199812130,61.0573,-0.745728,0.402771,50.407,0.397949,-0.797729,21.3355,-2.80615,42.9111,92.7369
281707,1206429163,76.5841,2.79639,-1.97192,39.7052,0.94043,-1.5061,52.8392,0.307312,26.1947,92.0012
281707,161899816,50.7713,1.83691,-0.989746,49.3345,0.43103,0.225494,25.0597,-2.07666,43.7131,91.4576
281707,161136977,50.5752,-2.08301,2.3833,46.5107,-1.01221,1.65894,59.6151,2.50635,61.631,61.1415
281707,174163084,76.8352,-0.573486,-2.31055,26.5905,-2.3291,-1.35059,26.3576,0.779419,33.0898,82.8791
281707,178200547,50.443,0.821899,0.225037,38.6388,-2.31445,0.769043,45.4786,2.18018,3.47761,91.5825
281707,201977316,51.9504,1.77905,-1.02344,30.1231,-1.39941,0.135895,33.7739,-1.15625,3.27885,92.7751
281707,368327528,38.4258,-1.66113,-1.04297,33.3284,1.41675,0.384888,46.2034,-2.16992,6.96826,90.5724
281707,368689288,22104.2,-1.88647,-0.574341,44.2172,0.446411,0.68042,53.0633,2.3999,76.4583,2248.56
281707,381334573,50.675,1.11499,-1.10327,39.2775,-1.28784,-1.97827,59.4589,-0.277527,0.189253,92.4523
281707,354717129,48.906,1.70459,-0.212341,40.0367,-1.19214,0.204254,31.4419,2.61084,15.5459,89.778
281707,356380376,57.8333,-1.89697,1.65747,31.693,1.46436,0.999878,24.4366,-1.80347,2.93725,89.8058
281707,358954562,59.5,-1.84839,-1.63623,34.3731,2.53955,-0.493225,20.3638,0.240997,32.4138,91.4889
281707,362421339,33.853,2.78418,-1.00098,30.7499,-0.142822,0.938721,34.4823,-0.497253,7.7564,97.0853
282092,441158736,45.7499,-1.66357,2.20801,45.5249,1.01489,2.38965,28.0657,-1.79614,4.40185,89.2253
282092,442289602,43.0451,-1.74072,-1.00757,40.8672,1.17822,-0.085022,30.3323,0.897583,0.170753,92.4992
282092,452333173,69.2627,1.92261,-0.304443,49.8135,0.214386,1.81055,27.1122,0.234375,0.131354,173.096
282092,457017811,49.5452,2.16016,2.0459,44.608,-1.15356,1.90894,27.63,0.210999,14.616,93.897
282092,518446062,36.2537,-0.0648041,-0.11026,27.6634,2.84082,-1.88184,56.7759,1.04102,0.31341,89.5431
282092,534358646,64.0595,-3.09619,1.01831,42.5614,-1.13818,0.474243,49.4922,-0.263672,33.2778,91.319
282092,553928728,50.6838,-2.98486,2.24414,37.676,-0.132538,1.75854,49.3002,0.964722,22.3798,89.0998
282092,557011547,39.7595,-2.92676,1.31909,38.2823,0.375366,0.497803,22.3579,2.33838,0.217554,84.4684
282092,568033673,51.2024,-0.81543,-0.345642,36.5725,2.0415,-0.853638,31.6517,0.641357,0.212566,88.5065
282092,607910109,73.1504,2.40234,0.988037,38.6494,-1.41235,-0.562134,59.0585,1.43457,36.3427,135.439
282092,261987249,71.9622,2.86523,-1.5083,33.1255,-0.276611,1.729,39.4144,-0.0537033,1.02375,256.055
282092,320026964,39.6248,-0.60144,0.112747,33.8123,2.13232,1.20605,25.7777,-2.46045,19.4928,83.1082
282092,319156474,48.0044,-0.267456,1.08154,42.2383,-3.13428,1.45361,49.6047,-2.83252,0.193346,90.7872
282092,321442520,41.1031,-1.25171,0.413696,38.3365,2.29834,1.46753,26.004,-0.0971985,18.5249,89.2287
282092,337111017,33.2072,2.35107,-1.25488,28.9961,-0.979614,0.574829,46.5874,0.889404,16.3494,89.7034
282092,337758162,39.0351,1.97339,1.80884,36.6458,-0.0787964,0.355774,44.9337,-0.111649,1.33083,88.1825
282092,656727309,48.7453,-2.64258,0.283997,42.62,0.145325,-0.237152,53.505,0.064621,0.167772,92.898
282092,662377179,34.0215,3.00781,0.583374,22.9622,-0.442383,-1.50635,21.3516,-2.979,0.155645,88.8793
282092,682049668,35.9882,2.43848,0.527344,34.9064,-0.689087,2.01318,25.5548,0.385437,0.705513,91.3636
282092,747526960,48.1188,-0.511108,0.773926,41.3583,2.69824,0.256836,21.5006,1.08325,8.0606,92.1705
282092,755703918,36.9105,0.282715,2.0918,36.8065,-2.35352,0.681641,36.0007,-0.0305786,0.16595,90.9643
283059,105960874,42.7756,0.514404,-0.600098,37.3121,-2.77441,-1.24951,52.218,-1.2124,17.4787,83.9449
283059,121395596,46.412,0.0640411,-1.42603,43.9768,3.07568,-1.87524,21.6022,0.976196,0.213716,92.4589
283059,157429579,45.4504,-0.954468,-1.07837,42.3211,1.5437,-0.32196,47.2331,1.11743,0.171291,89.8824
283059,165569168,67.8055,2.96973,-0.493713,61.3521,-1.71851,-0.520264,20.0476,0.96582,41.6433,92.3251
283059,439396466,46.6434,1.61182,-1.23438,38.8819,-1.06836,-2.26855,57.3033,-1.81201,23.6282,94.8359
283059,560374086,50.0948,-2.06738,1.21362,39.0729,1.10718,0.535889,28.9377,-0.954712,6.13404,93.6017
283283,2078382,94.7299,2.89307,0.0822754,75.3211,0.986816,-1.45776,23.6194,-0.414978,41.3112,198.774
283283,29729261,154.712,1.00562,1.79028,27.941,-1.45605,0.271973,94.0578,-1.94604,23.7247,165.534
283283,516994442,52.1285,-0.401062,-1.18018,39.3894,2.9585,-0.561768,42.3849,-3.02344,0.196362,94.4811
283283,1751822149,47.873,2.44189,-0.470642,32.8432,0.502686,-1.7688,22.9271,1.20239,0.13802,85.5593
283283,1766195195,46.8201,1.72925,-1.97632,42.7656,-1.45703,-2.30078,36.4718,0.193756,8.54287,90.6521
283283,1880567349,53.7948,-2.63525,2.354,30.2665,0.984009,1.53125,36.5766,-1.73169,21.158,85.5218
283283,119618946,25.6436,1.52856,0.49353,20.602,0.207184,-2.29297,21.6937,0.00938034,4.02228,91.3405
283283,148888754,97.0756,1.77661,-0.960083,87.808,0.764893,-1.07202,44.1647,-0.391663,56.2553,90.07
283283,177991504,33.0543,-1.6814,-1.48975,30.9177,1.73584,0.315674,24.1437,-0.326294,14.1153,91.3831
283283,303430036,45.1231,-0.71521,-1.30591,40.2421,1.85913,-0.479797,28.4499,-2.47217,25.9876,89.4759
283283,304505805,32.2264,0.699463,1.59595,30.2808,-2.38135,-0.111633,21.4496,0.319641,0.250105,86.645
283283,937551844,49.8304,1.09424,-1.49316,41.7489,-2.14453,-1.90527,35.6366,-3.10693,0.309683,93.0601
283283,1816336548,76.957,2.14355,-0.318848,27.7277,-2.11963,-0.91333,20.5869,-2.89014,0.140989,83.0513
283353,365057657,51.8899,1.13135,-2.38672,41.0173,-1.47607,-2.13916,42.1544,1.90161,23.0503,89.7309
283353,379972128,45.4639,2.0376,-1.63525,40.8934,-1.1936,-1.17847,26.418,0.706909,9.89843,88.411
283353,541573325,45.9107,-1.17529,-2.12061,30.3092,2.34717,-0.904663,66.4269,-0.24707,25.3689,87.6946
283353,548033179,64.4225,2.43555,1.93115,29.9801,2.42432,1.91187,110.33,2.39502,1.51392,0.980855
283682,587742182,67.405,2.55664,-0.384277,24.7267,-0.519653,0.501099,24.4908,2.18652,0.265467,89.7431
283865,49918322,45.1156,0.671509,0.668091,35.4941,-2.98682,-0.421265,23.4204,2.08447,0.160779,89.9055
283865,64049454,46.8214,1.84985,-1.90942,46.8075,-1.77075,-2.00244,44.468,-1.04224,22.0267,91.0605
283865,91205181,56.8966,-1.67798,1.52881,24.7227,2.97217,1.5835,64.6137,1.57446,44.3847,54.7036
283865,107917550,134.626,2.2998,-1.43433,39.4893,1.67188,-0.403992,58.4325,-2.81348,57.9947,90.4942
283865,210755028,61.9803,-0.453064,0.279785,36.8876,2.33154,1.87549,26.0769,-2.08936,20.8222,126.584
283865,215253064,51.8569,0.74292,0.245026,41.4489,-3.04541,-0.553223,38.8884,0.719116,1.06495,95.7779
283865,219228604,41.6472,2.73047,-1.35718,34.9086,-0.00701237,-0.0507965,46.9884,2.09961,0.196566,91.8473
283865,221141159,34.1928,-0.733765,-1.83545,29.0469,2.2832,-0.02491,85.73,1.37891,0.485269,90.5846
283865,236931293,25.7634,1.15308,1.3645,22.384,-1.95703,-1.33569,75.7301,1.02246,0.415694,98.8645
